Customer_ID,Total_Spend,Years_as_Customer,Num_of_Purchases,Average_Transaction_Amount,Num_of_Returns,Num_of_Support_Contacts,Last_Purchase_Days_Ago,Promotion_Response
256,5231.54,7,28,42.6,4,4,253,Ignored
257,1862.85,9,76,435.18,3,4,314,Unsubscribed
258,9732.04,1,45,164.79,3,2,202,Ignored
259,3450.53,13,39,153.62,3,1,347,Ignored
260,6192.69,7,1,203.54,4,2,44,Unsubscribed
261,8798.08,8,10,388.55,7,4,295,Ignored
262,5116.22,10,23,107.88,9,2,89,Responded
263,1239.86,7,70,229.07,3,1,133,Unsubscribed
264,8205.52,6,24,249.51,2,4,75,Responded
265,3596.82,5,71,454.69,1,0,218,Responded
266,9832.36,8,87,281.88,2,1,125,Responded
267,8849.87,16,88,322.94,3,3,310,Responded
268,8549.15,4,66,448.1,9,2,176,Responded
269,3626.91,8,56,173.34,2,4,28,Responded
270,7595.58,9,56,45.4,6,1,90,Ignored
271,9864.66,19,27,396.37,5,3,28,Ignored
272,5310.58,15,32,381.78,7,4,131,Unsubscribed
273,4760.25,8,20,168.91,6,4,319,Responded
274,245.19,3,62,474.5,7,2,364,Ignored
275,7032.02,3,26,418.51,1,1,2,Responded
276,8598.93,17,72,11.38,9,0,265,Unsubscribed
277,2549.83,14,12,61.78,2,4,360,Ignored
278,3218.74,14,58,237.63,3,1,57,Ignored
279,5056.7,2,56,456.05,8,3,311,Ignored
280,813.59,14,18,96.37,1,0,61,Responded
281,987.46,11,55,337.79,7,4,314,Responded
282,4269,14,1,435.33,2,2,22,Ignored
283,2686.07,7,12,465.64,2,2,130,Responded
284,4119.77,19,37,331.47,7,0,62,Unsubscribed
285,4598.42,8,78,182.89,8,4,5,Ignored
286,9765.11,14,9,188.27,0,4,274,Ignored
287,9448.17,4,64,383.5,3,3,132,Responded
288,1483.33,11,11,436.71,9,3,287,Responded
289,8837.6,4,90,481.32,6,2,173,Unsubscribed
290,894.05,6,10,382.03,6,2,307,Ignored
291,5125.59,6,85,283.81,7,4,88,Unsubscribed
292,1722.71,2,5,457.4,4,1,81,Unsubscribed
293,3722.33,19,60,471.97,9,3,128,Ignored
294,7459.07,1,40,239.12,4,0,346,Unsubscribed
295,4302.6,13,81,474.71,3,0,92,Ignored
296,8088.82,14,83,305.59,8,0,16,Responded
297,7216.28,3,79,210.42,7,2,25,Ignored
298,9434.11,19,88,442.58,9,1,258,Responded
299,5388.14,17,53,215.65,2,0,181,Responded
300,8041.26,4,49,186.57,8,2,267,Responded
301,3296.78,13,31,411.17,9,3,330,Unsubscribed
302,3522.88,9,4,487.78,1,3,330,Unsubscribed
303,4065.05,4,11,334.83,2,1,130,Responded
304,4168.07,10,33,168.63,5,2,75,Unsubscribed
305,1122.21,13,22,419.47,3,4,42,Unsubscribed
306,5239.08,18,42,457.81,1,3,107,Ignored
307,1058.35,12,98,83.04,6,2,30,Ignored
308,8908.65,16,19,161.62,1,1,77,Responded
309,712.26,1,98,312.37,8,3,193,Ignored
310,4551.97,14,52,172.97,5,2,350,Responded
311,2918.47,7,77,312.85,9,4,67,Unsubscribed
312,1633.21,5,64,415.34,3,4,70,Unsubscribed
313,7859.98,2,53,77.86,3,1,17,Responded
314,7177.83,4,67,315.85,7,3,15,Unsubscribed
315,1544.88,10,90,335.05,6,1,11,Ignored
316,6364.38,15,95,438.16,4,4,133,Ignored
317,7946.3,19,52,359.32,5,1,7,Responded
318,7755.99,15,93,396.61,5,3,109,Ignored
319,1013.57,19,42,91.1,2,3,152,Ignored
320,6886.58,10,18,74.91,3,2,86,Unsubscribed
321,7188.64,3,15,453.21,8,2,261,Responded
322,8635.45,11,60,91.1,5,0,56,Responded
323,5129.64,18,61,191.48,9,2,105,Unsubscribed
324,4664.83,2,14,397.18,3,0,258,Responded
325,9654.65,18,98,39.62,4,2,206,Unsubscribed
326,7985.47,15,23,264.81,9,3,172,Responded
327,5631.44,16,62,277.49,6,3,42,Responded
328,3373.11,19,89,11.99,2,1,351,Responded
329,8467.86,19,31,202.64,8,3,105,Unsubscribed
330,4608.82,12,11,454.51,5,3,78,Unsubscribed
331,1017.58,6,4,218.86,5,0,348,Unsubscribed
332,4603.55,12,32,457.61,8,1,40,Ignored
333,8732.49,7,33,164.72,9,3,263,Responded
334,4537.99,10,14,257.61,9,3,297,Ignored
335,242.06,12,50,423.09,8,4,18,Ignored
336,6153.7,16,40,490.91,7,3,131,Responded
337,9958.72,13,1,382,1,4,107,Unsubscribed
338,8190.76,13,25,178.39,9,2,196,Responded
339,6210.66,14,85,163.83,6,2,253,Ignored
340,9152.55,6,44,37.97,8,3,126,Unsubscribed
341,8154.46,19,91,109.43,7,1,43,Responded
342,5036.53,10,92,382.27,8,3,217,Responded
343,5953.08,9,88,213.27,5,2,125,Responded
344,7339.8,9,91,86.7,7,4,334,Responded
345,8479.62,9,74,155.82,0,4,4,Unsubscribed
346,675.95,1,98,298.51,8,2,83,Unsubscribed
347,7770.56,1,91,478.73,8,3,342,Unsubscribed
348,4530.28,13,42,480.12,3,2,232,Unsubscribed
349,6641.91,19,32,65.88,2,2,102,Unsubscribed
350,7669.87,16,41,125.77,5,4,188,Unsubscribed
351,5441.07,13,96,303.47,7,4,280,Ignored
352,1669.3,18,9,456.91,7,2,335,Ignored
353,4154.32,10,50,490.93,6,4,82,Unsubscribed
354,861.04,14,37,366.29,0,3,89,Unsubscribed
355,6924.08,3,82,211.7,3,3,355,Unsubscribed
356,9541.69,1,95,437.67,2,0,15,Ignored
357,7973,10,2,215.47,9,2,133,Unsubscribed
358,3958.89,7,59,336.76,4,1,121,Unsubscribed
359,5884.49,4,30,249.92,5,3,31,Ignored
360,3111.59,7,81,391.94,9,4,93,Unsubscribed
361,5456.35,2,85,370.44,1,2,182,Responded
362,3077.2,2,9,201.44,9,1,227,Ignored
363,7409.42,6,37,59.4,1,1,338,Ignored
364,2667.48,2,94,476.37,0,1,290,Ignored
365,9643.8,2,60,460.12,4,1,35,Ignored
366,6653.29,4,16,99.12,4,3,186,Ignored
367,780.9,6,14,109.62,0,0,150,Ignored
368,206.7,19,26,395.98,2,4,82,Ignored
369,9970.76,2,81,395.51,3,3,15,Ignored
370,2283.01,4,51,483.09,0,0,353,Ignored
371,3194.37,14,12,498.82,8,3,236,Unsubscribed
372,2163.3,3,47,254.2,2,4,25,Responded
373,9288.21,16,3,480.58,8,3,353,Responded
374,6554.93,12,34,409.83,8,4,256,Responded
375,5093.42,2,93,380.62,5,2,255,Unsubscribed
376,5620.74,10,91,189.32,9,3,261,Responded
377,3246.94,10,42,426.69,2,2,257,Ignored
378,6180.33,12,2,460.36,6,3,81,Unsubscribed
379,4254.04,17,27,369.66,0,2,291,Unsubscribed
380,2072.36,10,73,326.78,4,2,338,Ignored
381,6600.39,1,84,323.8,6,2,100,Unsubscribed
382,3801.02,5,28,86.28,5,1,122,Ignored
383,7872.16,12,23,117.76,7,0,73,Ignored
384,4212.41,4,90,122.18,6,0,94,Unsubscribed
385,5131.89,13,89,89.71,8,2,28,Unsubscribed
386,7895.92,3,85,244.22,1,1,74,Ignored
387,4533.99,1,37,42.79,0,1,182,Responded
388,9665.59,5,25,150.84,9,4,166,Ignored
389,7950.98,11,31,405.64,8,1,182,Ignored
390,8281.66,4,13,463.17,4,2,53,Ignored
391,9543.81,12,53,434.05,4,4,150,Unsubscribed
392,3949.62,10,57,165.41,5,0,150,Responded
393,5842.79,6,93,269.36,4,0,173,Unsubscribed
394,6966.56,2,69,467.5,1,3,300,Responded
395,6767.24,4,66,287.67,3,2,164,Responded
396,9534.07,11,70,135.06,5,3,361,Unsubscribed
397,2954.65,17,45,345.45,3,0,29,Responded
398,2984.48,2,86,320.2,7,1,89,Unsubscribed
399,9188.24,4,25,50.02,8,4,133,Responded
400,8013.13,14,9,387.38,9,3,66,Ignored
401,2113.23,5,31,54.19,1,2,282,Unsubscribed
402,5743.46,9,33,317.99,1,0,25,Ignored
403,7483.06,6,86,348.35,2,0,165,Ignored
404,3595.06,11,68,300.67,2,4,339,Unsubscribed
405,4400.38,1,58,192.9,7,0,299,Unsubscribed
406,5796.43,4,85,306.82,9,3,16,Unsubscribed
407,4724.37,9,82,280.77,5,0,41,Unsubscribed
408,7555.12,14,18,301.65,6,0,360,Unsubscribed
409,158.79,1,76,406.78,0,4,1,Unsubscribed
410,4402.86,11,19,414.73,8,1,141,Responded
411,3442.06,6,36,380.8,9,2,258,Unsubscribed
412,6130.72,9,59,246.33,5,2,49,Unsubscribed
413,7781.99,14,86,183.99,4,3,189,Responded
414,853.84,3,44,440.36,5,2,204,Ignored
415,1664.79,1,64,439.61,2,4,126,Unsubscribed
416,6684.31,13,99,408.68,6,4,76,Ignored
417,7410.18,8,98,443.33,5,0,236,Responded
418,5923.2,17,74,203.68,6,0,195,Ignored
419,9829.75,16,28,271.88,6,3,213,Ignored
420,5044.67,18,88,289.25,1,1,154,Unsubscribed
421,1449.29,1,64,361.78,2,0,293,Ignored
422,6894.28,1,52,393.26,3,4,257,Responded
423,6060.55,12,60,285.47,2,0,227,Ignored
424,5945.17,11,37,452.34,5,3,337,Unsubscribed
425,5503.95,7,49,120.08,9,3,345,Unsubscribed
426,9397.05,19,98,210.25,2,0,185,Ignored
427,1378.65,2,12,38.07,9,1,24,Responded
428,824.65,6,73,491.14,2,2,342,Unsubscribed
429,1625.76,18,94,402.65,3,4,174,Responded
430,2525.4,11,34,70.53,0,1,145,Unsubscribed
431,5970.17,13,48,173.63,0,3,60,Ignored
432,6163.01,10,15,271.82,9,4,70,Responded
433,2402.76,18,95,155.33,5,4,13,Unsubscribed
434,4943.33,4,32,67.77,7,2,259,Responded
435,4872.41,9,88,303.37,3,3,172,Responded
436,4585.8,3,64,119.58,9,2,50,Responded
437,8055.1,11,44,320.13,9,2,99,Ignored
438,4769.76,7,22,348.52,0,1,64,Ignored
439,7607.82,1,3,408.91,5,3,249,Ignored
440,1748.16,5,27,228.83,4,3,163,Responded
441,5366.48,5,10,352.17,1,1,288,Ignored
442,8258.64,13,2,27.22,0,3,56,Unsubscribed
443,1859.39,1,57,319.16,0,1,84,Ignored
444,4702.73,4,68,222.93,0,3,295,Responded
445,6129.89,8,82,406.44,4,0,187,Unsubscribed
446,1929.27,18,2,494.07,9,3,313,Unsubscribed
447,7591.98,12,31,153.29,4,0,64,Unsubscribed
448,882.06,3,35,448.28,0,2,88,Responded
449,9469.51,13,98,61.94,8,2,74,Responded
450,4735.39,17,48,231.67,7,2,63,Responded
451,3427.62,3,49,350.69,1,4,151,Ignored
452,1256.39,13,11,432.93,8,2,339,Responded
453,4382.71,10,7,118.39,9,0,304,Unsubscribed
454,6632.06,4,6,251.39,6,1,306,Responded
455,1035.42,1,43,488.2,4,1,315,Unsubscribed
456,3132.06,14,71,371.26,8,4,354,Responded
457,8376.57,6,39,203.06,9,3,120,Unsubscribed
458,6497.19,19,6,253.8,6,2,239,Unsubscribed
459,2143.09,4,61,460.63,4,3,338,Unsubscribed
460,1693.01,11,31,248.53,7,1,349,Unsubscribed
461,9054.4,13,60,38.46,0,0,62,Ignored
462,2941.5,10,9,110.3,4,4,206,Ignored
463,1877.05,17,64,11.84,3,4,154,Ignored
464,9999.64,7,82,245.31,4,4,35,Responded
465,3161,13,87,486.97,9,2,14,Unsubscribed
466,1334.93,16,4,403.21,9,4,219,Responded
467,4671.4,7,16,30.23,6,0,34,Unsubscribed
468,4400.02,18,95,466.12,1,0,338,Unsubscribed
469,9275.34,7,7,64.55,3,4,185,Ignored
470,1428.63,6,94,21.27,2,1,242,Ignored
471,1002.25,13,23,113.68,8,1,182,Responded
472,1020.49,3,11,255.08,5,4,241,Responded
473,9052.45,1,29,48.1,0,2,53,Ignored
474,4548.75,18,8,392.86,6,1,363,Unsubscribed
475,1591,11,92,18.57,7,4,101,Unsubscribed
476,5978.92,1,84,116.9,8,0,327,Responded
477,5422.47,5,3,303.22,2,3,209,Responded
478,2064.23,9,72,211.18,8,1,158,Responded
479,6070.08,19,77,235.6,6,2,143,Ignored
480,3468.29,14,52,338.29,4,3,292,Responded
481,2459.87,8,20,186.22,8,3,226,Unsubscribed
482,5152.97,9,95,127.92,5,2,10,Unsubscribed
483,2987.33,17,31,459.93,9,2,94,Ignored
484,2299.19,11,28,179.14,4,4,323,Unsubscribed
485,8809.25,16,16,244.23,7,0,79,Unsubscribed
486,1642.05,17,48,411.78,0,2,136,Unsubscribed
487,2877.84,2,24,320.07,4,2,258,Responded
488,3922.77,3,59,314.01,8,3,235,Unsubscribed
489,2809.02,17,95,323.02,1,1,238,Unsubscribed
490,2186.04,12,84,407.08,1,1,203,Unsubscribed
491,7734.35,16,9,267.67,7,2,143,Ignored
492,3357.26,16,14,47.17,9,0,341,Unsubscribed
493,1213.88,6,39,336.1,8,2,93,Responded
494,5454.86,3,39,90.85,7,0,177,Unsubscribed
495,1342.34,13,3,416.07,5,3,230,Unsubscribed
496,3639.44,13,43,86.71,5,4,363,Responded
497,8830.08,15,52,478.66,9,3,327,Ignored
498,3754.7,2,69,358.07,4,4,237,Unsubscribed
499,6361.84,12,39,139.06,8,3,117,Ignored
500,5194.79,15,70,111.66,1,2,112,Unsubscribed
501,1463.48,15,60,440.35,7,2,332,Unsubscribed
502,6525.79,12,64,122.99,1,0,279,Ignored
503,8574.75,7,54,211.81,9,2,23,Responded
504,1022.8,3,63,235.56,5,1,23,Ignored
505,7561.43,10,34,70.94,1,2,114,Unsubscribed
506,6933.09,11,89,370.38,3,1,355,Ignored
507,8679.94,18,93,62.76,0,3,144,Unsubscribed
508,1130.51,7,86,428.63,2,3,254,Unsubscribed
509,3126.38,7,45,270.56,7,4,157,Ignored
510,6973.49,12,15,312.18,9,4,153,Unsubscribed
511,317.98,17,69,416.14,4,2,311,Ignored
512,7367.35,14,82,174.76,9,2,332,Responded
513,8593.99,15,80,482.92,1,4,298,Unsubscribed
514,4587.71,8,26,309.78,2,2,264,Responded
515,4399.87,17,64,70.88,3,1,38,Ignored
516,2856.84,7,37,151.01,6,3,349,Unsubscribed
517,150.01,9,13,253.17,8,0,264,Responded
518,1944.4,16,39,345.53,5,0,182,Ignored
